,ad_creative_bodies,ad_creative_link_descriptions,bylines,ad_creative_link_titles,ad_creative_link_captions,demographic_distribution,page_name,page_id,id,estimated_audience_size.lower_bound,estimated_audience_size.upper_bound,impressions.lower_bound,impressions.upper_bound,spend.lower_bound,spend.upper_bound
28,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.117278', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.001791', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.090421', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.098478', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.094002', 'age': '65+', 'gender': 'female'}, {'percentage': '0.127126', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.132498', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.059982', 'age': '65+', 'gender': 'male'}, {'percentage': '0.125336', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.072516', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.075201', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.001791', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.001791', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000895', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000895', 'age': '45-54', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,384490843539646,10001,50000,1000,1999,0,99
29,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.090498', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.002262', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.128959', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.067873', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.11086', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.076923', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.149321', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.126697', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.088235', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.113122', 'age': '65+', 'gender': 'female'}, {'percentage': '0.045249', 'age': '65+', 'gender': 'male'}]",Connecticut Education Association (CEA),124383441363,669465027467608,10001,50000,0,999,0,99
30,"['There are only a handful of days left to pass SB 423! Tell legislators to act now on harmful indoor air quality in our schools. The health and safety of students, teachers and staff is at stake.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Time is running out to Pass SB 423!'],['secure.ngpvan.com'],"[{'percentage': '0.081218', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.088832', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.170051', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.063452', 'age': '65+', 'gender': 'female'}, {'percentage': '0.175127', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.091371', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.119289', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.002538', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.104061', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.002538', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.048223', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.048223', 'age': '65+', 'gender': 'male'}, {'percentage': '0.002538', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.002538', 'age': '45-54', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,994331981449387,10001,50000,0,999,0,99
31,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.259775', 'age': '65+', 'gender': 'female'}, {'percentage': '0.222609', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.00271', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.054201', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.104142', 'age': '65+', 'gender': 'male'}, {'percentage': '0.037166', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.128533', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.110337', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.077429', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.001161', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.001161', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000774', 'age': '35-44', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,379140180617890,50001,100000,4000,4999,0,99
32,['Our kids can’t wait. Please contact your legislators today and ask them to set temperature standards for schools (SB 423).'],['Tell your legislators to pass SB 423'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],,Connecticut Education Association (CEA),124383441363,2110828789097142,50001,100000,0,999,0,99
33,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.034865', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.123613', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.26149', 'age': '65+', 'gender': 'female'}, {'percentage': '0.001585', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.004754', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.194929', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.085578', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.117274', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.110935', 'age': '65+', 'gender': 'male'}, {'percentage': '0.064976', 'age': '35-44', 'gender': 'female'}]",Connecticut Education Association (CEA),124383441363,1027625728165114,50001,100000,0,999,0,99
34,"['There are only a handful of days left to pass SB 423! Tell legislators to act now on harmful indoor air quality in our schools. The health and safety of students, teachers and staff is at stake.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Time is running out to Pass SB 423!'],['secure.ngpvan.com'],"[{'percentage': '0.083333', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.048611', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.097222', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.152778', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.104167', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.190972', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.270833', 'age': '65+', 'gender': 'female'}, {'percentage': '0.045139', 'age': '65+', 'gender': 'male'}, {'percentage': '0.003472', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.003472', 'age': '45-54', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,524940525685726,50001,100000,0,999,0,99
35,"['The health and safety of students, teachers and staff is at stake. Tell your legislators to pass SB 423 to improve indoor air quality in our schools NOW.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.013333', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.133333', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.173333', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.026667', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.106667', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.133333', 'age': '65+', 'gender': 'male'}, {'percentage': '0.2', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.213333', 'age': '65+', 'gender': 'female'}]",Connecticut Education Association (CEA),124383441363,686053639268298,50001,100000,0,999,0,99
36,['Extreme temperatures derail teaching and learning. We need legislators to set temperature standards for schools.'],['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.026667', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.155556', 'age': '65+', 'gender': 'female'}, {'percentage': '0.213333', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.075556', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.168889', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.182222', 'age': '65+', 'gender': 'male'}, {'percentage': '0.044444', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.133333', 'age': '35-44', 'gender': 'male'}]",Connecticut Education Association (CEA),124383441363,1036377820326980,50001,100000,0,999,0,99
37,['Extreme temperatures. Mold. Poor Ventilation. What you don’t see is making kids sick. Tell your legislators to pass SB 423 to improve indoor air quality in our schools.'],['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.029762', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.202381', 'age': '65+', 'gender': 'female'}, {'percentage': '0.206349', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.150794', 'age': '65+', 'gender': 'male'}, {'percentage': '0.125', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.138889', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.095238', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.051587', 'age': '45-54', 'gender': 'female'}]",Connecticut Education Association (CEA),124383441363,1311991095955562,50001,100000,0,999,0,99
38,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.31243', 'age': '65+', 'gender': 'female'}, {'percentage': '0.003491', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.001932', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.049807', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.086149', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.11632', 'age': '65+', 'gender': 'male'}, {'percentage': '0.225782', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.130283', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.019013', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.048061', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.005423', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.001309', 'age': '35-44', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,1669347430064952,50001,100000,25000,29999,500,599
39,"['Connecticut has laws regulating temperatures in pet stores, but not in schools. Our children deserve better. Tell your legislators to support temperature standards for schools.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.07365', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.102406', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.139867', 'age': '65+', 'gender': 'male'}, {'percentage': '0.192977', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.11786', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.2902', 'age': '65+', 'gender': 'female'}, {'percentage': '0.00401', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.041275', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.032277', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.001956', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.002934', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000587', 'age': '35-44', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,548211559975086,50001,100000,15000,19999,200,299
40,['Extreme temperatures derail teaching and learning. We need legislators to set temperature standards for schools.'],['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.164272', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.281699', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000625', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.003748', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.003748', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.12055', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.134916', 'age': '65+', 'gender': 'male'}, {'percentage': '0.10431', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.043723', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.057464', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.083073', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.001874', 'age': '65+', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,581428402991700,50001,100000,2000,2999,0,99
41,['Extreme temperatures. Mold. Poor Ventilation. What you don’t see is making kids sick. Tell your legislators to pass SB 423 to improve indoor air quality in our schools.'],['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.007117', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.02847', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.007117', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.02847', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.117438', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.060498', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.067616', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.523132', 'age': '65+', 'gender': 'female'}, {'percentage': '0.13879', 'age': '65+', 'gender': 'male'}, {'percentage': '0.021352', 'age': '35-44', 'gender': 'male'}]",Connecticut Education Association (CEA),124383441363,654946748937182,50001,100000,0,999,0,99
42,"['There are only a handful of days left to pass SB 423! Tell legislators to act now on harmful indoor air quality in our schools. The health and safety of students, teachers and staff is at stake.']",['Our kids can’t wait.'],CONNECTICUT EDUCATION ASSOCIATION,['Time is running out to Pass SB 423!'],['secure.ngpvan.com'],"[{'percentage': '0.002671', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.022436', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.130342', 'age': '65+', 'gender': 'male'}, {'percentage': '0.081731', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.10203', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.175748', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.387286', 'age': '65+', 'gender': 'female'}, {'percentage': '0.041667', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.051282', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.003205', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.001068', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000534', 'age': '55-64', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,668680434193711,50001,100000,2000,2999,0,99
43,['Our kids can’t wait. Please contact your legislators today and ask them to set temperature standards for schools (SB 423).'],['Tell your legislators to pass SB 423'],CONNECTICUT EDUCATION ASSOCIATION,['Tell Legislators: Pass SB 423 NOW'],['secure.ngpvan.com'],"[{'percentage': '0.468571', 'age': '65+', 'gender': 'female'}, {'percentage': '0.003265', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.002449', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.049796', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.167347', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.076735', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.129796', 'age': '65+', 'gender': 'male'}, {'percentage': '0.021224', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.035918', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.044082', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.000816', 'age': '55-64', 'gender': 'unknown'}]",Connecticut Education Association (CEA),124383441363,707296337054856,50001,100000,1000,1999,0,99
